"","var_name","var_desc","var_type","class"
"41","bm039","Balance test_semi-tandem able to perform_time duration in secs",0,"numeric"
"42","bm040","Semi-tandem stand use any compensatory movement to stay steady",0,"numeric"
"43","bm041","Balance test_side by side_consent ",0,"numeric"
"44","bm042","Balance test_side by side_completed",0,"numeric"
"45","bm043","Balance test_side by side able to perform_time duration in secs",0,"numeric"
"46","bm044","Side by side stand use any compensatory movement to stay steady",0,"numeric"
"47","bm045","Balance test_side by side_type of floor surface",0,"numeric"
"48","bm046","Balance test_respondent's compliance",0,"numeric"
"49","bm047","Balance test_full tandem_age criteria ",0,"numeric"
"50","bm048","Balance test_full tandem_consent ",0,"numeric"
"51","bm049_iwer","Balance test_full tandem_completed test",0,"numeric"
"52","bm050","Balance test_full tandem able to perform_ time duration in secs",0,"numeric"
"53","bm051_iwer","Full tandem stand use any compensatory movement to stay steady",0,"numeric"
"54","bm052","Balance test_full tandem_type of floor surface",0,"numeric"
"55","bm053_iwer","Balance test_full tandem_compliance ",0,"numeric"
"56","bm054","Timed walk_history of recent surgery, injury or other conditions",0,"numeric"
"57","bm055","Timed walk_consent",0,"numeric"
"58","bm056","Timed walk_1st measurement",0,"numeric"
"59","bm057","Timed walk_2nd measurement",0,"numeric"
"60","bm058","Timed walk_type of aid used",0,"numeric"
"61","bm058_other","Timed walk_type of aid used_other",1,"character"
"62","bm059","Timed walk_compliance ",0,"numeric"
"63","bm060a","Vision test_left eye test_perceive light or count finger of hand at 2 ft",0,"numeric"
"64","bm060b","Vision test_right eye test_perceive light or count finger of hand at 2 ft",0,"numeric"
"65","bm061","Distance vision result_left eye",1,"character"
"66","bm062","Distance vision result_right eye",1,"character"
"67","bm063","Near vision result_left eye",1,"character"
"68","bm064","Near vision result_right eye",1,"character"
"69","bm065","Vision test_compliance ",0,"numeric"
"70","bm066","Height measurement_ability to stand",0,"numeric"
"71","bm067"," height measurement reading (cms)",0,"numeric"
"72","bm068","Height measurement_use of artificial limbs or orthosis",0,"numeric"
"73","bm069","Height measurement_compliance ",0,"numeric"
"74","bm071"," weight measurement reading(kg)",0,"numeric"
"75","bm072","Weight measurement_use of artificial limbs or orthosis",0,"numeric"
"76","bm073","Weight of the artificial limb ",0,"numeric"
"77","bm074","Weight measurement_compliance",0,"numeric"
"78","bm076","Waist circumference_reading",0,"numeric"
"79","bm077","Waist circumference_wearing bulky clothes",0,"numeric"
"80","bm079","Hip circumference_reading",0,"numeric"
"81","bm080","Difficulties during measurement_anthropometry",0,"numeric"
"82","bm080_other","Difficulties during measurement other_anthropometry",1,"character"
"83","bm080s1","Difficulties during measurement none",0,"numeric"
"84","bm080s2","Difficulties during measurement_had breathing difficulties",0,"numeric"
"85","bm080s3","Difficulties during measurement_was unable to hold breath at the end of exhale",0,"numeric"
"86","bm080s4","Difficulties during measurement_prevented from giving full efforts by illness or",0,"numeric"
"87","bm080s5","Difficulties during measurement_did not appear to give full efforts but no obvio",0,"numeric"
"88","bm080s6","Difficulties during measurement_had difficulty or unable to locate navel",0,"numeric"
"89","bm080s7","Difficulties during measurement_other (specify):bm080_other",0,"numeric"
"90","bm081","Hip circumference_person conducted measurement",0,"numeric"
"91","interview_date","Date of interview (year and month)",1,"character"
