"","var_name","var_desc","var_type","class"
"183","ad202s4","Owner(HH member) of the house 4 HHMemberName[4]",0,"numeric"
"184","ad202s5","Owner(HH member) of the house 5 HHMemberName[5]",0,"numeric"
"185","ad202s6","Owner(HH member) of the house 6 HHMemberName[6]",0,"numeric"
"186","ad202s7","Owner(HH member) of the house 7 HHMemberName[7]",0,"numeric"
"187","ad202s8","Owner(HH member) of the house 8 HHMemberName[8]",0,"numeric"
"188","ad202s9","Owner(HH member) of the house 9 HHMemberName[9]",0,"numeric"
"189","ad202s10","Owner(HH member) of the house 10 HHMemberName[10]",0,"numeric"
"190","ad202s11","Owner(HH member) of the house 11 HHMemberName[11]",0,"numeric"
"191","ad202s12","Owner(HH member) of the house 12 HHMemberName[12]",0,"numeric"
"192","ad202s13","Owner(HH member) of the house 13 HHMemberName[13]",0,"numeric"
"193","ad202s14","Owner(HH member) of the house 14 HHMemberName[14]",0,"numeric"
"194","ad202s15","Owner(HH member) of the house 15 HHMemberName[15]",0,"numeric"
"195","ad202s16","Owner(HH member) of the house 16 HHMemberName[16]",0,"numeric"
"196","ad202s17","Owner(HH member) of the house 17 HHMemberName[17]",0,"numeric"
"197","ad202s18","Owner(HH member) of the house 18 HHMemberName[18]",0,"numeric"
"198","ad202s19","Owner(HH member) of the house 19 HHMemberName[19]",0,"numeric"
"199","ad202s20","Owner(HH member) of the house 20 HHMemberName[20]",0,"numeric"
"200","ad202s21","Owner(HH member) of the house 21 HHMemberName[21]",0,"numeric"
"201","ad202s22","Owner(HH member) of the house 22 HHMemberName[22]",0,"numeric"
"202","ad202s23","Owner(HH member) of the house 23 HHMemberName[23]",0,"numeric"
"203","ad202s24","Owner(HH member) of the house 24 HHMemberName[24]",0,"numeric"
"204","ad202s25","Owner(HH member) of the house 25 HHMemberName[25]",0,"numeric"
"205","ad202s26","Owner(HH member) of the house 26 HHMemberName[26]",0,"numeric"
"206","ad202s27","Owner(HH member) of the house 27 HHMemberName[27]",0,"numeric"
"207","ad202s28","Owner(HH member) of the house 28 HHMemberName[28]",0,"numeric"
"208","ad202s29","Owner(HH member) of the house 29 HHMemberName[29]",0,"numeric"
"209","ad202s30","Owner(HH member) of the house 30 HHMemberName[30]",0,"numeric"
"210","ad202s31","Owner(HH member) of the house 31 HHMemberName[31]",0,"numeric"
"211","ad202s32","Owner(HH member) of the house 32 HHMemberName[32]",0,"numeric"
"212","ad202s33","Owner(HH member) of the house 33 HHMemberName[33]",0,"numeric"
"213","ad202s34","Owner(HH member) of the house 34 HHMemberName[34]",0,"numeric"
"214","ad202s35","Owner(HH member) of the house 35 HHMemberName[35]",0,"numeric"
"215","ad202s36","Owner(HH member) of the house 36 HHMemberName[36]",0,"numeric"
"216","ad202s37","Owner(HH member) of the house 37 HHMemberName[37]",0,"numeric"
"217","ad202s38","Owner(HH member) of the house 38 HHMemberName[38]",0,"numeric"
"218","ad202s39","Owner(HH member) of the house 39 HHMemberName[39]",0,"numeric"
"219","ad202s40","Owner(HH member) of the house 40 HHMemberName[40]",0,"numeric"
"220","ad202s98","Owner(HH member) of the house 98  Other household members",0,"numeric"
"221","ad202s99","Owner(HH member) of the house 99 Non-household members",0,"numeric"
"222","ad203","Present market value of the house",0,"numeric"
"223","ad203_unit","Unit for AD203",0,"numeric"
"224","ad203a","Present market value of the house based on threshold value",0,"numeric"
"225","ad203a_thres","First Random threshold value for AD203a",0,"numeric"
"226","ad203b","Present market value of the house based on threshold value",0,"numeric"
"227","ad203b_thres","Second Random threshold value for AD203b",0,"numeric"
"228","ad203c","Present market value of the house based on threshold value",0,"numeric"
"229","ad203c_thres","Third Random threshold value for AD203c",0,"numeric"
"230","ad204","Acquisition of current residence",0,"numeric"
"231","ad204_other","Acquisition of current residence - other",1,"character"
"232","ad205_year","Year acquired current residence ",0,"numeric"
"233","ad205_yearsago","Years ago acquired current residence ",0,"numeric"
"234","ad206","Household rent out any part of the house you currently live in",0,"numeric"
"235","ad207","Total rental income",0,"numeric"
"236","ad208","Receive any security deposit from renter(s) of house",0,"numeric"
"237","ad209","Amount of security deposit received",0,"numeric"
"238","ad210","Security deposit from rent",0,"numeric"
"239","ad211","Total security deposit amount",0,"numeric"
"240","ad301","Other housing and commercial units owned",0,"numeric"
"241","ad302","Household member owning the other housing and commercial unit",0,"numeric"
"242","ad302s1","Household member owning the other housing and commercial unit 1 HHMemberName[1]",0,"numeric"
"243","ad302s2","Household member owning the other housing and commercial unit 2 HHMemberName[2]",0,"numeric"
"244","ad302s3","Household member owning the other housing and commercial unit 3 HHMemberName[3]",0,"numeric"
"245","ad302s4","Household member owning the other housing and commercial unit 4 HHMemberName[4]",0,"numeric"
"246","ad302s5","Household member owning the other housing and commercial unit 5 HHMemberName[5]",0,"numeric"
"247","ad302s6","Household member owning the other housing and commercial unit 6 HHMemberName[6]",0,"numeric"
"248","ad302s7","Household member owning the other housing and commercial unit 7 HHMemberName[7]",0,"numeric"
"249","ad302s8","Household member owning the other housing and commercial unit 8 HHMemberName[8]",0,"numeric"
"250","ad302s9","Household member owning the other housing and commercial unit 9 HHMemberName[9]",0,"numeric"
"251","ad302s10","Household member owning the other housing and commercial unit 10 HHMemberName[10",0,"numeric"
"252","ad302s11","Household member owning the other housing and commercial unit 11 HHMemberName[11",0,"numeric"
"253","ad302s12","Household member owning the other housing and commercial unit 12 HHMemberName[12",0,"numeric"
"254","ad302s13","Household member owning the other housing and commercial unit 13 HHMemberName[13",0,"numeric"
"255","ad302s14","Household member owning the other housing and commercial unit 14 HHMemberName[14",0,"numeric"
"256","ad302s15","Household member owning the other housing and commercial unit 15 HHMemberName[15",0,"numeric"
"257","ad302s16","Household member owning the other housing and commercial unit 16 HHMemberName[16",0,"numeric"
"258","ad302s17","Household member owning the other housing and commercial unit 17 HHMemberName[17",0,"numeric"
"259","ad302s18","Household member owning the other housing and commercial unit 18 HHMemberName[18",0,"numeric"
"260","ad302s19","Household member owning the other housing and commercial unit 19 HHMemberName[19",0,"numeric"
"261","ad302s20","Household member owning the other housing and commercial unit 20 HHMemberName[20",0,"numeric"
"262","ad302s21","Household member owning the other housing and commercial unit 21 HHMemberName[21",0,"numeric"
"263","ad302s22","Household member owning the other housing and commercial unit 22 HHMemberName[22",0,"numeric"
"264","ad302s23","Household member owning the other housing and commercial unit 23 HHMemberName[23",0,"numeric"
"265","ad302s24","Household member owning the other housing and commercial unit 24 HHMemberName[24",0,"numeric"
"266","ad302s25","Household member owning the other housing and commercial unit 25 HHMemberName[25",0,"numeric"
"267","ad302s26","Household member owning the other housing and commercial unit 26 HHMemberName[26",0,"numeric"
"268","ad302s27","Household member owning the other housing and commercial unit 27 HHMemberName[27",0,"numeric"
"269","ad302s28","Household member owning the other housing and commercial unit 28 HHMemberName[28",0,"numeric"
"270","ad302s29","Household member owning the other housing and commercial unit 29 HHMemberName[29",0,"numeric"
"271","ad302s30","Household member owning the other housing and commercial unit 30 HHMemberName[30",0,"numeric"
"272","ad302s31","Household member owning the other housing and commercial unit 31 HHMemberName[31",0,"numeric"
"273","ad302s32","Household member owning the other housing and commercial unit 32 HHMemberName[32",0,"numeric"
"274","ad302s33","Household member owning the other housing and commercial unit 33 HHMemberName[33",0,"numeric"
"275","ad302s34","Household member owning the other housing and commercial unit 34 HHMemberName[34",0,"numeric"
"276","ad302s35","Household member owning the other housing and commercial unit 35 HHMemberName[35",0,"numeric"
"277","ad302s36","Household member owning the other housing and commercial unit 36 HHMemberName[36",0,"numeric"
"278","ad302s37","Household member owning the other housing and commercial unit 37 HHMemberName[37",0,"numeric"
"279","ad302s38","Household member owning the other housing and commercial unit 38 HHMemberName[38",0,"numeric"
"280","ad302s39","Household member owning the other housing and commercial unit 39 HHMemberName[39",0,"numeric"
"281","ad302s40","Household member owning the other housing and commercial unit 40 HHMemberName[40",0,"numeric"
"282","ad302s98","Household member owning the other housing and commercial unit 98  Other househol",0,"numeric"
"283","ad302s99","Household member owning the other housing and commercial unit 99 Non-household m",0,"numeric"
"284","ad303","Present market value of the owned unit",0,"numeric"
"285","ad303_unit","Unit for AD303",0,"numeric"
"286","ad303a","Total market value of the building",0,"numeric"
"287","ad303a_thres","First Random threshold value for AD303a",0,"numeric"
"288","ad303b","Total market value of the building",0,"numeric"
"289","ad303b_thres","Second Random threshold value for AD303b",0,"numeric"
"290","ad303c","Total market value of the building",0,"numeric"
"291","ad303c_thres","Third Random threshold value for AD303c",0,"numeric"
"292","ad304","Rent out any housing or commercial units",0,"numeric"
"293","ad305","Total rental income received in the past 12 months",0,"numeric"
"294","ad306","Receive any security deposits by renting out rooms/houses/buildings in the last ",0,"numeric"
"295","ad401","HH own any cultivated or non-cultivated land",0,"numeric"
"296","ad402a","Acres of cultivated land owned",0,"numeric"
"297","ad402b","Acres of non-cultivated land owned",0,"numeric"
"298","ad403a","Owner of cultivated land",0,"numeric"
"299","ad403a_5","relationship of the deceased with Household head - cultivated",0,"numeric"
"300","ad403a_dec","Relationship of deceased to HH of cultivated land",0,"numeric"
"301","ad403as1","Owner on cultivated land 1 HHMemberName[1]",0,"numeric"
"302","ad403as2","Owner on cultivated land 2 HHMemberName[2]",0,"numeric"
"303","ad403as3","Owner on cultivated land 3 HHMemberName[3]",0,"numeric"
"304","ad403as4","Owner on cultivated land 4 HHMemberName[4]",0,"numeric"
"305","ad403as5","Owner on cultivated land 5 HHMemberName[5]",0,"numeric"
"306","ad403as6","Owner on cultivated land 6 HHMemberName[6]",0,"numeric"
"307","ad403as7","Owner on cultivated land 7 HHMemberName[7]",0,"numeric"
"308","ad403as8","Owner on cultivated land 8 HHMemberName[8]",0,"numeric"
"309","ad403as9","Owner on cultivated land 9 HHMemberName[9]",0,"numeric"
"310","ad403as10","Owner on cultivated land 10 HHMemberName[10]",0,"numeric"
"311","ad403as11","Owner on cultivated land 11 HHMemberName[11]",0,"numeric"
"312","ad403as12","Owner on cultivated land 12 HHMemberName[12]",0,"numeric"
"313","ad403as13","Owner on cultivated land 13 HHMemberName[13]",0,"numeric"
"314","ad403as14","Owner on cultivated land 14 HHMemberName[14]",0,"numeric"
"315","ad403as15","Owner on cultivated land 15 HHMemberName[15]",0,"numeric"
"316","ad403as16","Owner on cultivated land 16 HHMemberName[16]",0,"numeric"
"317","ad403as17","Owner on cultivated land 17 HHMemberName[17]",0,"numeric"
"318","ad403as18","Owner on cultivated land 18 HHMemberName[18]",0,"numeric"
"319","ad403as19","Owner on cultivated land 19 HHMemberName[19]",0,"numeric"
"320","ad403as20","Owner on cultivated land 20 HHMemberName[20]",0,"numeric"
"321","ad403as21","Owner on cultivated land 21 HHMemberName[21]",0,"numeric"
"322","ad403as22","Owner on cultivated land 22 HHMemberName[22]",0,"numeric"
"323","ad403as23","Owner on cultivated land 23 HHMemberName[23]",0,"numeric"
"324","ad403as24","Owner on cultivated land 24 HHMemberName[24]",0,"numeric"
"325","ad403as25","Owner on cultivated land 25 HHMemberName[25]",0,"numeric"
"326","ad403as26","Owner on cultivated land 26 HHMemberName[26]",0,"numeric"
"327","ad403as27","Owner on cultivated land 27 HHMemberName[27]",0,"numeric"
"328","ad403as28","Owner on cultivated land 28 HHMemberName[28]",0,"numeric"
"329","ad403as29","Owner on cultivated land 29 HHMemberName[29]",0,"numeric"
"330","ad403as30","Owner on cultivated land 30 HHMemberName[30]",0,"numeric"
"331","ad403as31","Owner on cultivated land 31 HHMemberName[31]",0,"numeric"
"332","ad403as32","Owner on cultivated land 32 HHMemberName[32]",0,"numeric"
"333","ad403as33","Owner on cultivated land 33 HHMemberName[33]",0,"numeric"
"334","ad403as34","Owner on cultivated land 34 HHMemberName[34]",0,"numeric"
"335","ad403as35","Owner on cultivated land 35 HHMemberName[35]",0,"numeric"
"336","ad403as36","Owner on cultivated land 36 HHMemberName[36]",0,"numeric"
"337","ad403as37","Owner on cultivated land 37 HHMemberName[37]",0,"numeric"
"338","ad403as38","Owner on cultivated land 38 HHMemberName[38]",0,"numeric"
"339","ad403as39","Owner on cultivated land 39 HHMemberName[39]",0,"numeric"
"340","ad403as40","Owner on cultivated land 40 HHMemberName[40]",0,"numeric"
"341","ad403as95","Owner on cultivated land 95 deceased relatives",0,"numeric"
"342","ad403as98","Owner on cultivated land 98 other HH members",0,"numeric"
"343","ad403as99","Owner on cultivated land 99 non-HH members",0,"numeric"
"344","ad403b","Owner of non-cultivated land",0,"numeric"
"345","ad403b_5","Relationship of the deceased with Household head [non-cultivated]",0,"numeric"
"346","ad403b_6","Other HH members own non-cultivated land",0,"numeric"
"347","ad403b_dec","Relationship of deceased to HH of non-cultivated land",0,"numeric"
"348","ad403bs1","Owner on non-cultivated land 1 HHMemberName[1]",0,"numeric"
"349","ad403bs2","Owner on non-cultivated land 2 HHMemberName[2]",0,"numeric"
"350","ad403bs3","Owner on non-cultivated land 3 HHMemberName[3]",0,"numeric"
"351","ad403bs4","Owner on non-cultivated land 4 HHMemberName[4]",0,"numeric"
"352","ad403bs5","Owner on non-cultivated land 5 HHMemberName[5]",0,"numeric"
"353","ad403bs6","Owner on non-cultivated land 6 HHMemberName[6]",0,"numeric"
"354","ad403bs7","Owner on non-cultivated land 7 HHMemberName[7]",0,"numeric"
"355","ad403bs8","Owner on non-cultivated land 8 HHMemberName[8]",0,"numeric"
"356","ad403bs9","Owner on non-cultivated land 9 HHMemberName[9]",0,"numeric"
"357","ad403bs10","Owner on non-cultivated land 10 HHMemberName[10]",0,"numeric"
"358","ad403bs11","Owner on non-cultivated land 11 HHMemberName[11]",0,"numeric"
"359","ad403bs12","Owner on non-cultivated land 12 HHMemberName[12]",0,"numeric"
"360","ad403bs13","Owner on non-cultivated land 13 HHMemberName[13]",0,"numeric"
"361","ad403bs14","Owner on non-cultivated land 14 HHMemberName[14]",0,"numeric"
"362","ad403bs15","Owner on non-cultivated land 15 HHMemberName[15]",0,"numeric"
"363","ad403bs16","Owner on non-cultivated land 16 HHMemberName[16]",0,"numeric"
"364","ad403bs17","Owner on non-cultivated land 17 HHMemberName[17]",0,"numeric"
"365","ad403bs18","Owner on non-cultivated land 18 HHMemberName[18]",0,"numeric"
"366","ad403bs19","Owner on non-cultivated land 19 HHMemberName[19]",0,"numeric"
"367","ad403bs20","Owner on non-cultivated land 20 HHMemberName[20]",0,"numeric"
"368","ad403bs21","Owner on non-cultivated land 21 HHMemberName[21]",0,"numeric"
"369","ad403bs22","Owner on non-cultivated land 22 HHMemberName[22]",0,"numeric"
"370","ad403bs23","Owner on non-cultivated land 23 HHMemberName[23]",0,"numeric"
"371","ad403bs24","Owner on non-cultivated land 24 HHMemberName[24]",0,"numeric"
"372","ad403bs25","Owner on non-cultivated land 25 HHMemberName[25]",0,"numeric"
"373","ad403bs26","Owner on non-cultivated land 26 HHMemberName[26]",0,"numeric"
"374","ad403bs27","Owner on non-cultivated land 27 HHMemberName[27]",0,"numeric"
"375","ad403bs28","Owner on non-cultivated land 28 HHMemberName[28]",0,"numeric"
"376","ad403bs29","Owner on non-cultivated land 29 HHMemberName[29]",0,"numeric"
"377","ad403bs30","Owner on non-cultivated land 30 HHMemberName[30]",0,"numeric"
"378","ad403bs31","Owner on non-cultivated land 31 HHMemberName[31]",0,"numeric"
"379","ad403bs32","Owner on non-cultivated land 32 HHMemberName[32]",0,"numeric"
"380","ad403bs33","Owner on non-cultivated land 33 HHMemberName[33]",0,"numeric"
"381","ad403bs34","Owner on non-cultivated land 34 HHMemberName[34]",0,"numeric"
"382","ad403bs35","Owner on non-cultivated land 35 HHMemberName[35]",0,"numeric"
"383","ad403bs36","Owner on non-cultivated land 36 HHMemberName[36]",0,"numeric"
"384","ad403bs37","Owner on non-cultivated land 37 HHMemberName[37]",0,"numeric"
"385","ad403bs38","Owner on non-cultivated land 38 HHMemberName[38]",0,"numeric"
"386","ad403bs39","Owner on non-cultivated land 39 HHMemberName[39]",0,"numeric"
"387","ad403bs40","Owner on non-cultivated land 40 HHMemberName[40]",0,"numeric"
"388","ad403bs95","Owner on non-cultivated land 95 deceased relative",0,"numeric"
"389","ad403bs98","Owner on non-cultivated land 98 other HH members",0,"numeric"
"390","ad403bs99","Owner on non-cultivated land 99 non-HH members",0,"numeric"
"391","ad404a","Value of cultivated land",0,"numeric"
"392","ad404a_1","Name of the household member who has right to sell the cultivalted land",0,"numeric"
"393","ad404b","Value of non-cultivated land",0,"numeric"
"394","ad404b_1","Name of the household member who has right to sell the noncultivalted land",0,"numeric"
"395","ad405","Total value of cultivated and non-cultivated land based on threshold value",0,"numeric"
"396","ad405_unit","Unit for AD405",0,"numeric"
"397","ad405a","Total value of cultivated and non-cultivated land based on threshold value",0,"numeric"
"398","ad405a_thres","First Random threshold value for AD405a",0,"numeric"
"399","ad405b","Total value of cultivated and non-cultivated land based on threshold value",0,"numeric"
"400","ad405b_thres","Second Random threshold value for AD405b",0,"numeric"
"401","ad405c","Total value of cultivated and non-cultivated land based on threshold value",0,"numeric"
"402","ad405c_thres","Third Random threshold value for AD405c",0,"numeric"
"403","ad406a","Rent out cultivated land",0,"numeric"
"404","ad406b","Rent out non-cultivated land",0,"numeric"
"405","ad407a","Rental income from cultivated land",0,"numeric"
