"","var_name","var_desc","var_type","class"
"105","rb014","% of households has generators/inverters",0,"numeric"
"106","rb015","% of households has telephone (landline)r",0,"numeric"
"107","rb016","% of households having cell phone/mobile",0,"numeric"
"108","rb017","% of households has television (tv) set",0,"numeric"
"109","rb018","% of households has refrigerator",0,"numeric"
"110","rb019","% of households has scooter/motorcycle",0,"numeric"
"111","rb020","% of households has car/van/jeep",0,"numeric"
"112","rb021","% of households has has tractor",0,"numeric"
"113","rb022a_a","Kindergarden",0,"numeric"
"114","rb022a_b","Government primary school",0,"numeric"
"115","rb022a_c","Government middle school",0,"numeric"
"116","rb022a_d","Government high school",0,"numeric"
"117","rb022a_e","Private primary school",0,"numeric"
"118","rb022a_f","Private middle school",0,"numeric"
"119","rb022a_g","Private high school",0,"numeric"
"120","rb022a_h","College",0,"numeric"
"121","rb022a_i","Madarasa",0,"numeric"
"122","rb022a_j","Post office",0,"numeric"
"123","rb022a_k","Library",0,"numeric"
"124","rb022a_l","Police station",0,"numeric"
"125","rb022a_m","Bank",0,"numeric"
"126","rb022a_n","Kirana/general provision shop",0,"numeric"
"127","rb022a_o","Computer kiosk",0,"numeric"
"128","rb022a_p","Milk cooperative society",0,"numeric"
"129","rb022a_q","Credit cooperative society",0,"numeric"
"130","rb022a_r","Bus stop",0,"numeric"
"131","rb022a_s","Railway station",0,"numeric"
"132","rb022a_t","Std/telephone booth",0,"numeric"
"133","rb022a_u","Mahila mandal/self help group (shg)",0,"numeric"
"134","rb022a_v","Market",0,"numeric"
"135","rb022a_w","Theater/movie hall/talkies",0,"numeric"
"136","rb022a_x","Playground/park",0,"numeric"
"137","rb022a_y","Yoga/exercise center",0,"numeric"
"138","rb022a_z","Senior citizen association/club",0,"numeric"
"139","rb022b_1","Distance from the village to each of the most commonly used facilities",0,"numeric"
"140","rb022b_2","Distance from the village to each of the most commonly used facilities",0,"numeric"
"141","rb022b_3","Distance from the village to each of the most commonly used facilities",0,"numeric"
"142","rb022b_4","Distance from the village to each of the most commonly used facilities",0,"numeric"
"143","rb022b_5","Distance from the village to each of the most commonly used facilities",0,"numeric"
"144","rb022b_6","Distance from the village to each of the most commonly used facilities",0,"numeric"
"145","rb022b_7","Distance from the village to each of the most commonly used facilities",0,"numeric"
"146","rb022b_8","Distance from the village to each of the most commonly used facilities",0,"numeric"
"147","rb022b_9","Distance from the village to each of the most commonly used facilities",0,"numeric"
"148","rb022b_10","Distance from the village to each of the most commonly used facilities",0,"numeric"
"149","rb022b_11","Distance from the village to each of the most commonly used facilities",0,"numeric"
"150","rb022b_12","Distance from the village to each of the most commonly used facilities",0,"numeric"
"151","rb022b_13","Distance from the village to each of the most commonly used facilities",0,"numeric"
"152","rb022b_14","Distance from the village to each of the most commonly used facilities",0,"numeric"
"153","rb022b_15","Distance from the village to each of the most commonly used facilities",0,"numeric"
"154","rb022b_16","Distance from the village to each of the most commonly used facilities",0,"numeric"
"155","rb022b_17","Distance from the village to each of the most commonly used facilities",0,"numeric"
"156","rb022b_18","Distance from the village to each of the most commonly used facilities",0,"numeric"
"157","rb022b_19","Distance from the village to each of the most commonly used facilities",0,"numeric"
"158","rb022b_20","Distance from the village to each of the most commonly used facilities",0,"numeric"
"159","rb022b_21","Distance from the village to each of the most commonly used facilities",0,"numeric"
"160","rb022b_22","Distance from the village to each of the most commonly used facilities",0,"numeric"
"161","rb022b_23","Distance from the village to each of the most commonly used facilities",0,"numeric"
"162","rb022b_24","Distance from the village to each of the most commonly used facilities",0,"numeric"
"163","rb022b_25","Distance from the village to each of the most commonly used facilities",0,"numeric"
"164","rb022b_26","Distance from the village to each of the most commonly used facilities",0,"numeric"
"165","rb022b_27","Distance from the village to each of the most commonly used facilities",0,"numeric"
"166","rb022b_28","Distance from the village to each of the most commonly used facilities",0,"numeric"
"167","rb022b_29","Distance from the village to each of the most commonly used facilities",0,"numeric"
"168","rb022b_30","Distance from the village to each of the most commonly used facilities",0,"numeric"
"169","rb022c_1","Mostly used transport",0,"numeric"
"170","rb022c_2","Mostly used transport",0,"numeric"
"171","rb022c_3","Mostly used transport",0,"numeric"
"172","rb022c_4","Mostly used transport",0,"numeric"
"173","rb022c_5","Mostly used transport",0,"numeric"
"174","rb022c_6","Mostly used transport",0,"numeric"
"175","rb022c_7","Mostly used transport",0,"numeric"
"176","rb022c_8","Mostly used transport",0,"numeric"
"177","rb022c_9","Mostly used transport",0,"numeric"
"178","rb022c_10","Mostly used transport",0,"numeric"
"179","rb022c_11","Mostly used transport",0,"numeric"
"180","rb022c_12","Mostly used transport",0,"numeric"
"181","rb022c_13","Mostly used transport",0,"numeric"
"182","rb022c_14","Mostly used transport",0,"numeric"
"183","rb022c_15","Mostly used transport",0,"numeric"
"184","rb022c_16","Mostly used transport",0,"numeric"
"185","rb022c_17","Mostly used transport",0,"numeric"
"186","rb022c_18","Mostly used transport",0,"numeric"
"187","rb022c_19","Mostly used transport",0,"numeric"
"188","rb022c_20","Mostly used transport",0,"numeric"
"189","rb022c_21","Mostly used transport",0,"numeric"
"190","rb022c_22","Mostly used transport",0,"numeric"
"191","rb022c_23","Mostly used transport",0,"numeric"
"192","rb022c_24","Mostly used transport",0,"numeric"
"193","rb022c_25","Mostly used transport",0,"numeric"
"194","rb022c_26","Mostly used transport",0,"numeric"
"195","rb022c_27","Mostly used transport",0,"numeric"
"196","rb022c_28","Mostly used transport",0,"numeric"
"197","rb022c_29","Mostly used transport",0,"numeric"
"198","rb022c_30","Mostly used transport",0,"numeric"
"199","rb023","Respondent of part b is same as part a",0,"numeric"
"200","rb023b","Sex of the respondent",0,"numeric"
"201","rb023c","Age of the respondent",0,"numeric"
"202","rb023d","Highest level of education of respondent",0,"numeric"
"203","rb023e","Occupation of the respondent",1,"character"
"204","rb023f","Respondents designation",0,"numeric"
"205","rb023f_other","Respondents other designation",1,"character"
"206","rc001a_a","Sub-center",0,"numeric"
"207","rc001a_b","PHC",0,"numeric"
"208","rc001a_c","Government dispensary",0,"numeric"
"209","rc001a_d","Private clinic",0,"numeric"
"210","rc001a_e","Private nursing home or hospital",0,"numeric"
"211","rc001a_f","Ayush health facility (govt)",0,"numeric"
"212","rc001a_g","Ayush health facility (private)",0,"numeric"
"213","rc001a_h","24-hour emergency centre",0,"numeric"
"214","rc001a_i","Private chemist/pharmacy",0,"numeric"
"215","rc001a_j","Optical shop (spectacle)",0,"numeric"
"216","rc001a_k","ICDS (anganwadi center)",0,"numeric"
"217","rc001b_a","Sub center",0,"numeric"
"218","rc001b_b","PHC",0,"numeric"
"219","rc001b_c","Government dispensary",0,"numeric"
"220","rc001b_d","Private clinic",0,"numeric"
"221","rc001b_e","Private nursing home or hospital",0,"numeric"
"222","rc001b_f","Ayush health facility (govt)",0,"numeric"
"223","rc001b_g","Ayush health facility (private)",0,"numeric"
"224","rc001b_h","24-hour emergency centre",0,"numeric"
"225","rc001b_i","Private chemist/pharmacy",0,"numeric"
"226","rc001b_j","Optical shop (spectacle)",0,"numeric"
"227","rc001b_k","ICDS (anganwadi center)",0,"numeric"
"228","rc001c_a","Sub-center",0,"numeric"
"229","rc001c_b","PHC",0,"numeric"
"230","rc001c_c","Government dispensary",0,"numeric"
"231","rc001c_d","Private clinic",0,"numeric"
"232","rc001c_e","Private nursing home or hospital",0,"numeric"
"233","rc001c_f","Ayush health facility (govt)",0,"numeric"
"234","rc001c_g","Ayush health facility (private)",0,"numeric"
"235","rc001c_h","24-hour emergency centre",0,"numeric"
"236","rc001c_i","Private chemist/pharmacy",0,"numeric"
"237","rc001c_j","Optical shop (spectacle)",0,"numeric"
"238","rc001c_k","ICDS (anganwadi center)",0,"numeric"
"239","rc002a_a","ICDS (anganwadi worker)",0,"numeric"
"240","rc002a_b","Village health guide",0,"numeric"
"241","rc002a_c","Accredited social health activist (asha)",0,"numeric"
"242","rc002a_d","Auxiliary nurse midwife (anm)",0,"numeric"
"243","rc002a_e","Govt doctor (mbbs)",0,"numeric"
"244","rc002a_f","Private doctor (mbbs)",0,"numeric"
"245","rc002a_g","Unani doctor",0,"numeric"
"246","rc002a_h","Ayurvedic doctor",0,"numeric"
"247","rc002a_i","Homeopathic doctor",0,"numeric"
"248","rc002a_j","Sidha doctor",0,"numeric"
"249","rc002a_k","Registered medical practitioner",0,"numeric"
"250","rc002a_l","Traditional healer",0,"numeric"
"251","rc002b_a","ICDS (anganwadi worjer)",0,"numeric"
"252","rc002b_b","Village health guide",0,"numeric"
"253","rc002b_other","Other please specify",0,"numeric"
"254","rc002b_c","Accredited social health activist (asha)",0,"numeric"
"255","rc002b_d","Auxiliary nurse midwife (anm)",0,"numeric"
"256","rc002b_e","Govt doctor (mbbs)",0,"numeric"
"257","rc002b_f","Private doctor (mbbs)",0,"numeric"
"258","rc002b_g","Unani doctor ",0,"numeric"
"259","rc002b_h","Ayurvedic doctor",0,"numeric"
"260","rc002b_i","Homeopathic doctor",0,"numeric"
"261","rc002b_j","Sidha doctor",0,"numeric"
"262","rc002b_k","Registered medical practitioner",0,"numeric"
"263","rc002b_l","Traditional healer",0,"numeric"
"264","rc003","Cost of spectacles",0,"numeric"
"265","rc004_1","Most common health problems faced by the elderly",0,"numeric"
"266","rc004_2","Most common health problems faced by the elderly",0,"numeric"
"267","rc004_3","Most common health problems faced by the elderly",0,"numeric"
"268","rc005a_a","Malaria",0,"numeric"
"269","rc005a_b","Cholera",0,"numeric"
"270","rc005a_c","Kala azar (black fever)",0,"numeric"
"271","rc005a_d","Dengue",0,"numeric"
"272","rc005a_e","Diarrhea",0,"numeric"
"273","rc005a_f","Chikunguniya",0,"numeric"
"274","rc005a_g","Chicken pox",0,"numeric"
"275","rc005a_h","Plague",0,"numeric"
"276","rc005a_i","Tuberculosis (tb)",0,"numeric"
"277","rc005b_a","Malaria",0,"numeric"
"278","rc005b_b","Cholera",0,"numeric"
"279","rc005b_c","Kala azar (black fever)",0,"numeric"
"280","rc005b_d","Dengue",0,"numeric"
"281","rc005b_e","Diarrhea",0,"numeric"
"282","rc005b_f","Chikunguniya",0,"numeric"
"283","rc005b_g","Chicken pox",0,"numeric"
"284","rc005b_h","Plague",0,"numeric"
"285","rc005b_i","Tuberculosis (tb)",0,"numeric"
"286","rc005b_j","Other please specify",0,"numeric"
"287","rc005c_a","Malaria",0,"numeric"
"288","rc005c_b","Cholera",0,"numeric"
"289","rc005c_c","Kala azar (black fever)",0,"numeric"
"290","rc005c_d","Dengue",0,"numeric"
"291","rc005c_e","Diarrhea",0,"numeric"
"292","rc005c_f","Chikunguniya",0,"numeric"
"293","rc005c_g","Chicken pox",0,"numeric"
"294","rc005c_h","Plague",0,"numeric"
"295","rc005c_i","Tuberculosis (tb)",0,"numeric"
"296","rc005c_j","Other please specify",0,"numeric"
"297","rc006a_a","Earthquake",0,"numeric"
"298","rc006a_b","Flood",0,"numeric"
"299","rc006a_c","Cyclone",0,"numeric"
"300","rc006a_d","Drought",0,"numeric"
"301","rc006a_e","Landslide",0,"numeric"
"302","rc006a_f","Locust/pest attack",0,"numeric"
"303","rc006a_g","Fire",0,"numeric"
"304","rc006a_other","Natural disasters in last five years - other",1,"character"
"305","rc006b_a","Earthquake",0,"numeric"
"306","rc006b_b","Flood",0,"numeric"
"307","rc006b_c","Cyclone",0,"numeric"
"308","rc006b_d","Drought",0,"numeric"
"309","rc006b_e","Landslide",0,"numeric"
"310","rc006b_f","Locust/pest attack",0,"numeric"
"311","rc006b_g","Fire",0,"numeric"
"312","rc006b_h","Other please specify",0,"numeric"
"313","rc006c_a","Value of crops and livestock destroyed_earthquake",0,"numeric"
"314","rc006c_b","Value of crops and livestock destroyed_flood",0,"numeric"
"315","rc006c_c","Value of crops and livestock destroyed_cyclone",0,"numeric"
"316","rc006c_d","Value of crops and livestock destroyed_drought",0,"numeric"
"317","rc006c_e","Value of crops and livestock destroyed_landslide",0,"numeric"
"318","rc006c_f","Value of crops and livestock destroyed_locust/pest attack",0,"numeric"
"319","rc006c_g","Value of crops and livestock destroyed_fire",0,"numeric"
"320","rc006c_h","Value of crops and livestock destroyed_other",0,"numeric"
"321","rc006d_a","Value of property- buildings, vehicles destroyed_earthquake",0,"numeric"
"322","rc006d_b","Value of property- buildings, vehicles destroyed_flood",0,"numeric"
"323","rc006d_c","Value of property- buildings, vehicles destroyed_cyclone",0,"numeric"
"324","rc006d_d","Value of property- buildings, vehicles destroyed_drought",0,"numeric"
"325","rc006d_e","Value of property- buildings, vehicles destroyed_landslide",0,"numeric"
"326","rc006d_f","Value of property- buildings, vehicles destroyed_locust/pest attack",0,"numeric"
"327","rc006d_g","Value of property- buildings, vehicles destroyed_fire",0,"numeric"
"328","rc006d_h","Value of property- buildings, vehicles destroyed_other",0,"numeric"
"329","rc006e_a","Government response_earhquake",0,"numeric"
"330","rc006e_b","Government response_flood",0,"numeric"
"331","rc006e_c","Government response_cyclone",0,"numeric"
"332","rc006e_d","Government response_drought",0,"numeric"
"333","rc006e_e","Government response_landslide",0,"numeric"
"334","rc006e_f","Government response_locust/pest attack",0,"numeric"
"335","rc006e_g","Government response_fire",0,"numeric"
"336","rc006e_h","Government response_other",0,"numeric"
"337","rc007","Respondent of part c is same as part a/b",0,"numeric"
"338","rc007b","Sex of the respondent",0,"numeric"
"339","rc007c","Age of the respondent",0,"numeric"
"340","rc007e","Occupation of the respondent",1,"character"
"341","rc007f","Respondent designation",0,"numeric"
"342","rc007f_other","Respondents other designation",1,"character"
"343","rd001_ssp_0","None",0,"numeric"
"344","rd001_ssp","Social security programs implementation ",0,"numeric"
"345","rd001_ssp_1","National old age pension scheme (noaps)",0,"numeric"
"346","rd001_ssp_2","Widow pension scheme",0,"numeric"
"347","rd001_ssp_3","Disability pension scheme",0,"numeric"
"348","rd001_ssp_4","Annapurna scheme",0,"numeric"
"349","rd001_ssp_5","National social assistance programme",0,"numeric"
"350","rd001_ssp_6","Minimum needs programme (mnp)",0,"numeric"
"351","rd001_ssp_7","Indira awas yojana (iay)",0,"numeric"
"352","rd001_ssp_8","Samagra awas yojana (say)",0,"numeric"
"353","rd001_ssp_9","Sanjay gandhi niradhar yojana (sgny)",0,"numeric"
"354","rd001_ssp_10","National food for work programme (nffwp)",0,"numeric"
"355","rd001_ssp_11","Nirmal bharat abhiyan",0,"numeric"
"356","rd001_ssp_12","Rajiv gandhi national drinking water ",0,"numeric"
"357","rd001_ssp_13","Swarnajayanti gram swarozgar yojana",0,"numeric"
"358","rd001_ssp_14","National rural employment programme",0,"numeric"
"359","rd001_ssp_15","Prime minister rojgar yojana (pmry)",0,"numeric"
"360","rd001_ssp_16","Jawahar rozgar yojana (jry)",0,"numeric"
"361","rd001_ssp_17","Jawahar gram samridhi yojana (jgsy)",0,"numeric"
"362","rd001_ssp_18","Balika samridhi yojana (bsy)",0,"numeric"
"363","rd001_ssp_19","Girl child scheme (cct)",0,"numeric"
"364","rd001_ssp_20","Mahila mandal protosahan yojana (mmpy)",0,"numeric"
"365","rd001_ssp_21","Any state specific programe",0,"numeric"
"366","rd001_ssp_22","Other please specify",0,"numeric"
"367","rd001_hps0","Health programs implementation",0,"numeric"
"368","rd001_hp","Health programs implementation",0,"numeric"
"369","rd001_hp_1","Janani suraksha yojana (jsy)",0,"numeric"
"370","rd001_hp_2","Kishori shakti yojana (ksy)",0,"numeric"
"371","rd001_hp_3","School midday meal programme",0,"numeric"
"372","rd001_hp_4","Integrated child development scheme (icds)",0,"numeric"
"373","rd001_hp_5","Rashtriya swasthiya bima yojana (rsby)",0,"numeric"
"374","rd001_hp_6","Aam aadmi bima yojana (aaby)",0,"numeric"
"375","rd001_hp_7","Janashree bima yojana (jby)",0,"numeric"
"376","rd001_hp_8","Universal health insurance scheme (uhis)",0,"numeric"
"377","rd001_hp_9","National programme for prevention and control of cancer, diabetes, cardiovascula",0,"numeric"
"378","rd001_hp_10","National programme for health care of the elderly (nhpce)",0,"numeric"
"379","rd001_hp_11","National cancer control programme (nccp)",0,"numeric"
"380","rd001_hp_12","Any state specific schemes ",0,"numeric"
"381","rd001_hp_13","Other",0,"numeric"
"382","rd002_ssp_1","Year of implementation of social security programs",0,"numeric"
"383","rd002_ssp_2","Year of implementation of social security programs",0,"numeric"
"384","rd002_ssp_3","Year of implementation of social security programs",0,"numeric"
"385","rd002_ssp_4","Year of implementation of social security programs",0,"numeric"
"386","rd002_ssp_5","Year of implementation of social security programs",0,"numeric"
"387","rd002_ssp_6","Year of implementation of social security programs",0,"numeric"
"388","rd002_ssp_7","Year of implementation of social security programs",0,"numeric"
"389","rd002_ssp_8","Year of implementation of social security programs",0,"numeric"
"390","rd002_ssp_9","Year of implementation of social security programs",0,"numeric"
"391","rd002_ssp_10","Year of implementation of social security programs",0,"numeric"
"392","rd002_ssp_11","Year of implementation of social security programs",0,"numeric"
"393","rd002_ssp_12","Year of implementation of social security programs",0,"numeric"
"394","rd002_ssp_13","Year of implementation of social security programs",0,"numeric"
"395","rd002_ssp_14","Year of implementation of social security programs",0,"numeric"
"396","rd002_ssp_15","Year of implementation of social security programs",0,"numeric"
"397","rd002_ssp_16","Year of implementation of social security programs",0,"numeric"
"398","rd002_ssp_17","Year of implementation of social security programs",0,"numeric"
"399","rd002_ssp_18","Year of implementation of social security programs",0,"numeric"
"400","rd002_ssp_19","Year of implementation of social security programs",0,"numeric"
"401","rd002_ssp_20","Year of implementation of social security programs",0,"numeric"
"402","rd002_ssp_21","Year of implementation of social security programs",0,"numeric"
"403","rd002_ssp_22","Year of implementation of social security programs",0,"numeric"
"404","rd003_ssp_1","Number of beneficiaries",0,"numeric"
"405","rd003_ssp_2","Number of beneficiaries",0,"numeric"
"406","rd003_ssp_3","Number of beneficiaries",0,"numeric"
"407","rd003_ssp_4","Number of beneficiaries",0,"numeric"
"408","rd003_ssp_5","Number of beneficiaries",0,"numeric"
"409","rd003_ssp_6","Number of beneficiaries",0,"numeric"
"410","rd003_ssp_7","Number of beneficiaries",0,"numeric"
"411","rd003_ssp_8","Number of beneficiaries",0,"numeric"
"412","rd003_ssp_9","Number of beneficiaries",0,"numeric"
"413","rd003_ssp_10","Number of beneficiaries",0,"numeric"
"414","rd003_ssp_11","Number of beneficiaries",0,"numeric"
"415","rd003_ssp_12","Number of beneficiaries",0,"numeric"
"416","rd003_ssp_13","Number of beneficiaries",0,"numeric"
"417","rd003_ssp_14","Number of beneficiaries",0,"numeric"
"418","rd003_ssp_15","Number of beneficiaries",0,"numeric"
"419","rd003_ssp_16","Number of beneficiaries",0,"numeric"
"420","rd003_ssp_17","Number of beneficiaries",0,"numeric"
"421","rd003_ssp_18","Number of beneficiaries",0,"numeric"
"422","rd003_ssp_19","Number of beneficiaries",0,"numeric"
"423","rd003_ssp_20","Number of beneficiaries",0,"numeric"
"424","rd003_ssp_21","Number of beneficiaries",0,"numeric"
"425","rd003_ssp_22","Number of beneficiaries",0,"numeric"
"426","rd003_ssp","Number of beneficiaries",0,"numeric"
"427","rd002_hp_1","Year of implementation",0,"numeric"
"428","rd002_hp_2","Year of implementation",0,"numeric"
"429","rd002_hp_3","Year of implementation",0,"numeric"
"430","rd002_hp_4","Year of implementation",0,"numeric"
"431","rd002_hp_5","Year of implementation",0,"numeric"
"432","rd002_hp_6","Year of implementation",0,"numeric"
"433","rd002_hp_7","Year of implementation",0,"numeric"
"434","rd002_hp_8","Year of implementation",0,"numeric"
"435","rd002_hp_9","Year of implementation",0,"numeric"
"436","rd002_hp_10","Year of implementation",0,"numeric"
"437","rd002_hp_11","Year of implementation",0,"numeric"
"438","rd002_hp_12","Year of implementation",0,"numeric"
"439","rd002_hp_13","Year of implementation",0,"numeric"
"440","rd003_hp_1","Number of beneficiaries",0,"numeric"
"441","rd003_hp_2","Number of beneficiaries",0,"numeric"
"442","rd003_hp_3","Number of beneficiaries",0,"numeric"
"443","rd003_hp_4","Number of beneficiaries",0,"numeric"
"444","rd003_hp_5","Number of beneficiaries",0,"numeric"
"445","rd003_hp_6","Number of beneficiaries",0,"numeric"
"446","rd003_hp_7","Number of beneficiaries",0,"numeric"
"447","rd003_hp_8","Number of beneficiaries",0,"numeric"
"448","rd003_hp_9","Number of beneficiaries",0,"numeric"
"449","rd003_hp_10","Number of beneficiaries",0,"numeric"
"450","rd003_hp_11","Number of beneficiaries",0,"numeric"
"451","rd003_hp_12","Number of beneficiaries",0,"numeric"
"452","rd003_hp_13","Number of beneficiaries",0,"numeric"
"453","rd004","Health & sanitation committee",0,"numeric"
"454","ud004_other","Rd004 other",1,"character"
"455","rd005","Health related decision taken in gram sabha",0,"numeric"
"456","rd006","Whether decision related to elderly taken in gram sabha meetings",0,"numeric"
"457","rd007","Commonly reported crimes",0,"numeric"
"458","rd007_other","Commonly reported crimes- other",1,"character"
"459","rd007s1","Commonly reported crimes",0,"numeric"
"460","rd007s2","Commonly reported crimes",0,"numeric"
"461","rd007s3","Commonly reported crimes",0,"numeric"
"462","rd007s4","Commonly reported crimes",0,"numeric"
"463","rd007s5","Commonly reported crimes",0,"numeric"
"464","rd007s6","Commonly reported crimes",0,"numeric"
"465","rd007s7","Commonly reported crimes",0,"numeric"
"466","rd007s8","Commonly reported crimes",0,"numeric"
"467","rd008a_a","Addiction in village_alcohol",0,"numeric"
"468","rd008a_b","Addiction in village_tobacco (smokeless)",0,"numeric"
"469","rd008a_c","Addiction in village_smoking",0,"numeric"
"470","rd008a_d","Addiction in village_substance abuse",0,"numeric"
"471","rd008a_e","Addiction in village_gambling",0,"numeric"
"472","rd008b_a","Frequency of addiction in village_alcohol",0,"numeric"
"473","rd008b_b","Frequency of addiction in village_tobacco (smokeless)",0,"numeric"
"474","rd008b_c","Frequency of addiction in village_smoking",0,"numeric"
"475","rd008b_e","Frequency of addiction in village_gambling",0,"numeric"
"476","rd009","Disputes affecting the elderly",0,"numeric"
"477","rd010","Nature of such disputes",0,"numeric"
"478","rd010_other","Nature of such disputes - other",1,"character"
"479","rd011","Disputes resolved frequency",0,"numeric"
"480","rd012","Common practice of resolution",0,"numeric"
"481","rd012_other","Common practice of resolution - other",1,"character"
"482","rd013","Availability of facilities for recreation/leisure time activity for elderly",0,"numeric"
"483","rd014_1","Important requirements for the elderly",1,"character"
"484","rd014_2","Important requirements for the elderly",1,"character"
"485","rd014a","Respondent of part d is same as part a/b/c",0,"numeric"
"486","rd014c","Sex of the respondent",0,"numeric"
"487","rd014d","Age of the respondent",0,"numeric"
"488","rd014e","Highest level of education respondent completed",0,"numeric"
